,Review,Useful
2312,"She is a phenomenal sociologist, but her classes aren't for the lazy. Deviancy in US Society was a hard class, especially exams, but if you read the book and take notes in lecture, it's passable. The TA's and ATA's are a valuable resource. She isn't that helpful, but that's what the TA's are for. Doing well in recitation helps a lot on exams.",1.0
2313,Rude and stupid hard tests. Not a nice person.,0.0
2314,"Definitely not an easy class, but you get a giant note card for very test to reference. Go to class, take notes, and put all your notes on the note card. I never actually studied, but i always made the notecard, and always did fine on the test. Also always do the homework. It comes in handy later.",1.0
2315,terrible teacher,0.0
2316,"Avoid her at all costs. Her class is incredibly hard to follow, her power points provide no info, and the book is very hard to understand and read. Her exams and grading are also in some weird format that has to be perfect or you lose points on the test.",1.0
2317,"If you are dedicated to working hard in this class, you will do well. Not for lazy people looking for an easy A.",1.0
2318,"She is an incredibly intelligent and outgoing person, and an amazing professor. Her stories are entertaining and this was one class I actually looked forward to going to!",1.0
2319,I had the honor of taking Deviance in US Society. Using her real world research studies brings to life real & honest issues. Some of the subject topics may be non-standard. That which makes us uncomfortable isn't something to be afraid of or to be shunned from the classroom. These types of discussions allow people & societies to grow & progress.,1.0
2320,"Easily the realest, most interesting class I've ever taken. She is a fantastic professor and is very engaging. Lecture was always very funny and it was not a chore to attend like some are.",1.0
2321,This was one of my favorite classes its sad how the university no longer values academic freedom among their staff and forced her into retirement.,0.0
2322,She was one of the best teachers I've ever had! Her classes are captivating and interesting to listen to! It's unfortunate that the university has decided to part ways with her though. She was a really great teacher who knew her stuff!,1.0
2323,"This is her favorite class and is extremely passionate about it. I never got bored in lecture, but it easy to get distracted in a 500 student lecture. Lecture slides consist of 50% of tests, textbook lists make up the other 50%. Read the textbook, make an organized test note card, and go to recitation to do well!",1.0
2324,"SUCH an interesting class! All we talk about is prostitutes and drugs. She is a great teacher- she's very funny and relatable. As long as you read and go to lecture, you will pass. Take [TA] as your TA- she is so passionate and informative.",1.0
2325,"If you go to class, make a good notecard for the tests, and do all of the reading lists from the textbook there is no way you won't do well in this class, you just have to try and pay attention and be good at applying knowledge because the tests aren't multiple choice.",1.0
2326,"Very interesting class. However, you need to understand the test format and what they are asking to do well. Your notecard is your life saver. She is a wonderful professor, but don't skip this class. It is not that hard to get an A in the class, just make sure your notecard is thorough and write super small.",1.0
2327,She is so awesome! Her class is truly interesting and she is quite a character herself. This is a tough course especially for students used to being tested by multiple choice exams. She uses a short response and essay format for her exams which requires students to truly understand the material in order to succeed. An A is totally possible!,1.0
2328,She has been my favorite professor at the University of Colorado. She has a great way of making the class very interesting. I found the class fairly easy because of how interesting it was.,1.0
2329,Before taking this class I was mostly uninterested in studying Sociology. This class was a game-changer for me. I absolutely loved this class and found everything discussed interesting and applicable to the real world. Every student at CU should take this class!,1.0
2330,I had her for Deviance which is an amazing class! I thought it would just be another boring core class but i loved it! She is hilarious and you learn a lot of really cool information. Take this class if you can! You wont regret it and you'll have an awesome time laughing every time you're in her lecture! I loved her class!,1.0
2331,Professor is great! She is very knowledgeable and always keeps lecture interesting (you will NOT be bored.) She is really understanding and helpful. This class is a must take!!,0.0
2332,She is one of the best professors I've had at CU. She was great at lecturing and making things comprehensible. Everything we discussed in class was of importance. She was very good at using different examples in her lectures to help give you a better grasp on the concept or idea being discussed. I highly recommend taking a class of hers!,1.0
2333,"Great professor, wonderful sense of humor, someone who knows what they are talking about, applies the learning to real life.",1.0
2334,my favorite class at CU so far! She is an amazing professor and ties her own experiences into her teaching which makes the class even more interesting,1.0
2335,Best professor I have had in my college career. Most amazing class I have taken. I have never learned more in one semester. Dr. has a true passion for teaching and is an absolutely amazing educator.,1.0
2336,She is one of the most influential and outstanding professors at the university of colorado. She takes a legitimate interest in students opinions and grades. She is at the same time hilarious as well as brilliant in her teaching abilities. I only wish more professors were like her.,1.0
2337,She is an awesome professor. She not only is able to relate class material to her students lives but she also is able to keep her students attention by keeping lectures and readinds interesting. I would tell my friends to take this class even though it is difficult. You will gain insight to your way of life,1.0
2338,She is an amazing teacher. She is a very engaging speaker and really makes it worthwhile to come to class. She is easily one of the best professors that I have had at CU. I have taken two classes with her and plan on taking as many more as I can. She's awesome!,1.0
2339,"She is a great prof, with a super interesting class. with that said in no way shape or form is this an easy class. This should be a upper division class, and that amount of time and effort you put into this class will blow your mind when you get the test and still know nothing on it. DO NOT take her lightly! she runs a hard class!",1.0
2340,Her Deviance in US Society class is a HUGE undertaking. Lots of reading. Going to class and doing the reading will not get you an A in the class. Overall a bit too much for an intro class.,1.0
2341,"She is not the ideal professor. She is rude, and also makes HER books that she wrote mandatory and you are unable to sell them back--and their rather pricey. The TAs do all the work, most of the learning takes place in the labs. Her exam format is awful and notes are not posted and hard to follow. I don't recommend this class.",1.0
2342,"Lots of reading, but not too difficult class if you keep up with the work. Plus, she's entertaining as hell.",1.0
2343,Very fun and interesting class! The stories and readings are very interesting as well!,1.0
2344,"This class is challenging, but if you are able to do the reading and attend class you will do fine. Make sure you fill out the notecards for every exam. She shares very personal, interesting, and relevant stories during lecture, you must attend",1.0
2345,The first test is going to scare the crap out of people but you really got stick with it because it gets easier! And the first test always has a huge curve! Her lectures are entertaining and MANDATORY. You will fail the test if you do not go to lecture. Bring laptop to take notes in class. Way too hard to get everything if you hand write,1.0
2346,I honestly thought this class would be fun! I was right until the first exam came along. The exams ARE HARD HARD HARD. I read all the material and still got a BAD grade. She makes her exams too hard for a 1000 level course. The lectures are fun buuuuuut the most common grade in the class is a D and not worth taking (in terms of your GPA).,0.0
2347,"Teacher is the CRAZIEST! She is very interesting and I loved going to every class. However, the tests are completely essay and a bit difficult. But if one utilizes their note card right the tests can seem super easy! I recommend this class!",0.0
2348,Her tests are extremely hard and take way too long. She makes the TAs take points off for the dumbest things. If you take the class APPLY ONLY. DO NOT DEFINE! I made that mistake and got practically no points on one portion of the test all because I applied and defined. She knows her stuff but doesn't teach it very well.,1.0
2349,Fun teacher. There is so much information packed into the course it became too much at times. I wish it slowed down and that she would explain things better. I really enjoyed the class though and the different types of prostitutes class down by the T.A.'s was hot,0.0
2350,"One of the craziest professors you will ever meet. you allowed a note card on exam days, however every exam that i took went for 3-4 hours.",0.0
2351,"I absolutely HATED this class! She's so weird, her tests were INSANELY hard, I spent $80 on her book that I can't sell, and I honestly got NOTHING out of taking this class other than a C on my transcript and I am a student that typically gets A's and B's. If you're considering taking this as an elective, I suggest you find another class!",0.0
2352,"DO NOT TAKE THIS CLASS. I took this class as an elective and barely got away with passing and it really brought down my GPA. The tests are ridiculously hard, especially the first one because the TAs are really unclear about what kind of things they expect in your answers. Taking this class was one of the worst decisions I've ever made.",1.0
2353,She is great! She tends to get off topic a little bit but she knows what she's talking about and gets the point across really well. Her tests are pretty hard but as long as you put all of the notes from lectures and recitation on your notecard you'll do well. GO TO CLASS!!!,1.0
2354,"Lectures were exciting and she was very knowledgeable, but the tests were way harder than they needed to be. It's a 1000 level course, get over yourself.",1.0
2355,Lectures are awesome. Honestly the most gruesome tests on campus. Each test the fastest kid leaves after 2 1/2 hours and the last kid after 4 hours. FOR A MIDTERM!! Hard class because the tests are really hard even though you do get a 5x8 notecard,0.0
2356,This class was such a waste of time! Tests were really hard and they were all about applying definitions from her book which you'll never care about again once the test is over. The only sort of good thing about this class was her ridiculous lectures. She's one strange woman. I do not understand why this class is so popular!,1.0
2357,"This woman has done too many drugs. She is funny on occation- but not what alot of ppl build her up to be. horrible at getting to the point. I dropped deviance in society cause it got ridiculous- YOU HAVE TO READ her whole book, attend lecture, and study your hooha off to get B! Good material-but not worth it. DID I MENTION THE TESTS ARE DEVIENT&#63;",0.0
2358,"Best class, never wanted to miss it. If your interested at all in deviant behavior and a fun learning experience, she is it!",1.0
2359,"READ THE BOOK. this will help immensely on tests and if you read, you wont need to memorize cuz the material in the book is so interesting that its going to be embedded in your head. definitely go to lecture. she makes class fun and interesting with her insane analogies and presentations.",1.0
2360,"She is AMAZING! She is crazy, wild teacher, but is so interesting, you will never want to miss class! Exams can be tough, but if you go to class, you will do just fine.",1.0
2361,"She is hilarious and her class is a lot of fun. If you can catch the stuff that she says in class,can understand her(she tends to talk really fast), and take good notes both in class and in resitation, you can get a decent grade in her class. Plus, she's just interesting to listen to.",1.0
2362,Plan on spending many hours studying for her tests. Be prepared to memorize INSANE amounts of information that you will inevitably forget soon after because it is all about memorization rather than understanding the concepts. DO NOT TAKE THIS CLASS.,1.0
2363,everyone on this thing is out of their mind. She had a good class and it wasn't that hard as long as you showed up to recitation and lecture. Take this class if you want an easy b or a,1.0
2364,This class was completely useless. Tests are 3-4 hours long and very subjective. The book can't be sold back because she writes new editions. You need to attend and take notes at every lecture and rec. because a lot wasn't covered in the book and the test is on EVERYTHING. Her lectures are enjoyable but are all writing.,1.0
2365,"The concepts in the class are simple, but useless to try to learn. Completely a regurgitation class, but you have to go to EVERY class and write EVERYTHING she says in the order she says it. Copying the notes of the board isn't enough, you need to copy what she says. If you are just trying to complete a core requirment - dont take this.",1.0
2366,"This has to be the worst class i have taken at CU. Every time we go to class we get a whole bunch of lists that just make a simple topic more complicated and less intresting. The tests are obserdly long and the people who have enough will power to get through the test with out losing their mind are the only ones to do good, there are not many.",1.0
2367,I think of this woman as comparable to Hitler.,0.0
2368,Could have been interesting but turned out to bea bunch of stupid lists.,0.0
2369,"Worst professor i've ever had. She makes up half of the material, she never wears a bra. discousting. Very bad tests",0.0
2370,good,0.0
2371,"She is a self-absorbed egomaniac, her Deviance class is filled with her life accomplishments interspersed with wacked out theories and an occasional swear word--which is only entertaining to the inexperienced freshmen. I left class with nothing more than writer's cramp from the four hour exams--its a 1000 level class, get a grip lady!",0.0
2372,Hardest tests EVER! You get to take in a notecard but its not like a cheat sheet since the questions are all situations that test conceptual knowledge. Differences between different terms are minute and she definitely picks out the difficult discrepencies to test on in her questions. GREATEST CLASS EVER! Everything is both interesting and useful.,1.0
2373,"not as smart as she thinks she is, loser.",0.0
2374,hardest tests i have ever taken,0.0
2375,"She is hands-down the most amazing professor I've ever had. The tests test you on conceptual knowledge, and she let FA06 use a notecard on the exam, so it's not all about memorization. It's about understanding. She's a genuinely nice woman with incredible knowledge and a fantastic sense of humour. I will keep in touch with her for a long time.",1.0
2376,"deviance is all textbooks, exams are very annoying to study for and they take forever to take but she grades easily. its too much work to take as an elective but shes like no other teacher in boulder.",0.0
2377,"I ended up HATING this class. Her tests are memorizing a bunch of pointless lists. Her TA's graded sooooo hard. The guy took off points left and right b/c I didn't say exactly what he wanted me to. I should have complained. Should have fought the unfair grading more. But I didn't, and now my GPA suffers. I would never EVER recommend her.",1.0
2378,She's alright,0.0
2379,Took Social Deviance w/ her. Entertaining lectures. Heavy reliance upon tests for total grade. Much memorizing. Very interesting book; easy to read. Tests themselves are a bit overdone but are nevertheless fun and creative. Occasional frustrating confusion about what is desired on a test -- different input from different TA's = questionable,1.0
2380,No Comments,0.0
2381,"i agree, she definitely does not know as much as she thinks she does. if you can memorize, you'll be fine.",0.0
2382,"she's not as smart as she thinks she is, but I really like her much prettier and more talented sister Kyra.",0.0
2383,"halirious! out of her mind, but so fun. she can go over the material a little fast at times, but is the most accessible prof i've had in a huge lecture such as this. i think shes good - i wanna be friends with her!",0.0
2384,"Great class. The best class i've taken at CU thus far. However, tests are hard, but it's worth it. Great professor. She has a lot of experience in the stuff she teaches. Hilarious stories.",1.0
2385,"this class is one of the most interesting classes i've ever taken...great professor, a little crazy but she keeps you interested. Only downside-tests are a little hard and lots of memorizing...TAKE THIS CLASS!",0.0
2386,She is one of the worst prof's I've ever had-- and what is the annyoing laugh&#63; Her tests are on nothing you cover in class-- and she yelled at someone for being a notetaker...boo,0.0
2387,"The Teacher is not very Nice and considers herself a CU celebrity. Class is somewhat interesting, but seems kinda ridiculous they make soo many take it",0.0
2388,No Comments,0.0
2389,"Awesome teacher, funny and interesting. learned a lot. reccomend her class!",0.0
2390,No Comments,0.0
2391,Tough but great class,0.0
2392,"The class is pretty intresting and presented in power point which makes note taking easy. Tests on the other hand suck. They're so looooonnnngggg. But at least the essays are written in a different, shorter form.",1.0
2393,"She was one of the best professors I had in college. She is hilarious... sometimes you laugh with her, sometimes you laugh at her. Her class keeps you on your feet. One day we spent the entire hour talking about deviant sexual fetishes. and you've gotta love the teaching assistants dressing up like prostitutes. She rocks!",0.0
2394,"intresting teacher, you can tell she has been on drugs in the past, thank god this class has a recitation or we would all be in serious grade trouble, liked her class but i don't think i wana have her as a teacher again.",0.0
2395,"She as a professor is fun, compassionate, intelligent, and knows the material. She's an amazing sociologist. Relies too much on the TA's and recitations at times. Took this class years ago and the tests were pure memorization of definitions. Easy only if you can memorize things. I still quote concepts learned in class in daily life.",1.0
2396,GREATEST PROFF... YOULL HAVE SOOO MUCH FUN WITH HER!,0.0
2397,the class was awesome and very entertaining but her tests were not worth it! don't take the class or it will lower you gpa.. the tests have NOTHING to do with the material.. so it makes it very difficult for sure!,1.0
2398,Such an interesting class. It was hard and a lot of info but you wanted to study it because it was such a different topic.,0.0
2399,This class was great. The tests were based on memorizing lists. I would study for a few hours the day before and I got an A in the class. The most important thing is to attend recitaion and lecture so you have all the lists and notes. THe practice test in the book are exactly how the real tests will be. The TA's are a big help too.,1.0
2400,No Comments,0.0
2401,"Most interesting professor I've had at CU. Tests are extremely hard, but the class is still very interesting and worth taking. Just be sure to study!",1.0
2402,the tests were a ****.,0.0
2403,Her tests are really difficult but the class is definently interesting,0.0
2404,No Comments,0.0
2405,No Comments,0.0
2406,No Comments,0.0
2407,"People complain about the tests, but if your one of those people that likes to know exactly what is on the test and you just have to memorize it then the tests are not bad. It is an entertaining class as well too.",1.0
2408,"The class was really fun and interesting, but the tests were ridiculous with tons of memorizing. I took the class just as an elective, but it did end up bringing down my GPA. It really depends on how much effort you're willing to put into it",1.0
2409,She is awesome and really entertaining.,0.0
2410,"She tells some funny stories, but her tests are insanely hard, and the grading on assignments is about as harsh as it gets. Definitely not worth it, and especially not worth it for me, because I took her class 4fun and now its bringing down my gpa!",1.0
2411,She is very knowladgeble and a great professor. She has a crazy sense of humor and makes the class extremely entertaining.,1.0
2412,She is really wierd and crazy,0.0
2413,"His lectures are long and he makes simple concepts confusing through bad examples. The online portion is messed up, I did practice questions and ones I left blank ended up going against my grade. His grading is ridiculous, I was .2 away from an A, and the online factors I didn't know about and wasn't on the syllabus made me get a B. DO NOT TAKE HIM",1.0
2414,Lectures and are really long and boring. Test are hard.,1.0
2415,"I'm about to finish up microecon with him and so far it's been fairly easy. I went to a total of four lectures (2 of which were the midterms) and I have an A in the course. As long as you read the book and go to recitation, you will be fine. Tests can be tricky for a lot of people but he curves the hell out of them.",1.0
2416,I may be biased because this material comes to me fairly easy but I thought he did a great job teaching the course. My advice would be to not miss class. Lots of anecdotes that I thought kept the class from becoming monotonous. Think I'll try and minor in Econ because of the course.,1.0
2417,Most people are probably gonna rate him poorly but I think his class was great. At the very least he is entertaining. His lectures weren't great but you will learn if you can pay attention unlike 95% of the class.,0.0
2418,"NOT a good professor, super boring not my best choice at all. Tests are super tough so read your little heart out.",0.0
2419,"Fantastic teacher. Logical as hell. Great grading system. Rambles in class about sometimes off topic material, but very interesting guy without a doubt. Highly recommend this teacher to anyone wanting to pass Microeconomics. You do not have to attend, DON'T so everyone who does gets better grades. Very competitive curve, 75 avg.",1.0
2420,"Professor's tests are quite difficult as they are littered with trick questions. He does curve it based on the overall class average, but you will find it hard to pass if you blow off his class. READ THE BOOK it will save your grade.",1.0
2421,"His lectures are incredibly long and make you want to fall asleep. He over complicates simple concepts with a ton of useless, drawn out examples. His tests are very tricky too; The second midterm has a class average of a 53 but he curves like a madman. Reading your textbook will save your semester, STAY CLEAR OF THIS PROF.",1.0
2422,"Horrible lectures including topics completely non-related. Tests are ridiculous. None of the homework correlates with the midterms. Terrible teaching. Midterms are multiple choice meaning that if you miss five you get an 80, and lets face it no one can miss just five. Every average ends up a failed grade so why does he continue with this???",1.0
2423,Good teachers. Tests just like the practice ones;,0.0
2424,"First off, I would definitely not recommend taking any course with him. Online homework has no correlation to tests so studying is very tough. He makes his own presentations which are not related to the homework, textbook or tests so good luck doing even 'decent' with this confusing teacher.",1.0
2425,"The textbook he uses is very difficult to follow and is completely different than the Aplia homework but it is easier to follow than his lectures. He loves economics and knows it very well that he assumes that an intro class should be easy. Midterms are ridiculously hard, probably 10x the hw. Average midterm grade was a 53%, take a diff prof",1.0
2426,"He is a legend. His lectures are all on point and he keeps you engaged the whole class. He is often behind and gets distracted easily, but he is hilarious. Also its an entry level econ class, you could have a monkey teach it and learn the same thing from a professor that has been teaching their entire career. He is a definite must take.",1.0
2427,"Gets off track way too easily, in addition to having very long winded and monotonous presentation of topics",1.0
2428,"He loves what he does and you can tell, but it was hard for him to explain something simple, he tends to get very off track to the point you don't want to go to lecture and think you can teach yourself (you can't). His tests are difficult because they have nothing to do with the homework. Be careful of TAs, hit or miss.",1.0
2429,He was behind on his lectures the whole semester. Our TAs would assign online homework each week but the things that the homework covered were not even close to what he was lecturing us on that week. Make sure to read the textbook too because the book won't try to make stupid jokes and actually make you understand the material.,1.0
2430,He takes forever to explain something simple. He gets off track sometimes.,1.0
2431,Lectures in class were only tangentially related to the material in the book. I had to keep cross-referencing because the chapter headlines in my notes didn't match up with the material in the book. Don't assign a book if you're not going to use it. Tests seemed to draw more from microeconomics than the material we learned in class. No homework.,1.0
2432,Tests are so hard and do not cover any of the material learned in class 'don't expect to get higher than a 60' as he says...,1.0
2433,"Extremely nice and funny guy, however his lectures are boring and throughout the semester many people stop showing up as lectures are not mandatory. Online assignments are challenging, but as long as you read the book and show up to recitations the class is fairly easy",1.0
2434,"Lectures are very long and easy to become bored, but not mandatory. As long as you read through the book, his power points online, and study with his practice tests, you should do fine. Funny guy, very chill.",1.0
2435,"He is a pretty cool guy, but you really need the book to do well. I pretty much relied on it all semester because his lectures can be long and boring and my TA barely spoke english. I read the book, did the assignments and studied and was still able to pass with an A",1.0
2436,"Awesome thing about this class is if you do well on the first two midterms you don't have to take the final. Hardly ever went to class, but still got out of the midterm. You just have to actually read the text book and do the weekly assignments. Sure this gets annoying but its not a big price to pay for never having to go to class. He is cool 2",1.0
2437,"You have an assignment every week, and it does not help you what so ever with what you are learning. His lectures are long, and some what hard to follow. In order to even receive a C in his class you have to put in around 20+ hours of work.",1.0
2438,"Great professor IF you already know and are interested in ECON. He knows his stuff. Lectures are boring if you've never taken ECON or not very interested in it. For his tests and midterms, make sure you do his old tests posted on his website. Very helpful!",1.0
2439,"he knows econ and has the ability to explain it well by using real life examples. Most kids in his class won't get an A, however that's because of the people in the class. He will answer questions you have and is generally a nice guy.",1.0
2440,If you like convoluted explanations of relatively easy ideas and terribly worded test questions than he is the guy for you. The best advice I have is to read your text book. That is unless you like the idea of learning things as simple as brushing your teeth in terms of quantum physics in a foreign language.,1.0
2441,"He is an awesome person. I've gone into many of his office hours and had a few one on one meetings with him and I couldn't say a bad thing about him as a person. On the other hand his class is way too long, lectures are boring and hard to stay focused in. Homework and quizzes are not terribly hard, but the tests are impossible!!!!",1.0
2442,"Although his lectures are way too big, he makes a point to make sure he explains things in a way that most students can understand. His office hours are helpful. On exams, as long as you have done the homework and taken notes, you should do fine. He words his questions a little confusing but they are fairly easy.",1.0
2443,"He seems to understand the material for sure, but the class is 10Xs larger than it should be. Very very watered down and he writes very confusing tests.",1.0
2444,NEVER TAKE HIS CLASS! Super disorganized and rude. Is a really hard grader,0.0
2445,"Lectures with powerpoint, pretty funny and engaging. Has relatable examples and class attendance is worth it. The Powerpoints only supplement his lecture, which he does on his own and you can tell he really knows the material. Occasionally not very clear on some points, but main points are strongly enforced.",1.0
2446,"He knows Micro like the back of his hand & wants everyone else to know it too. He is a approachable prof. His lectures are done on an overhead projector, allowing him to deviate from the lesson. His tests are full of trick questions. Does not assign textbook readings. If you don't have previous Micro knowledge, your GPA will suffer.",1.0
2447,"Incredibly smart guy! Uses good examples. But VERY unorganized and is very difficult to understand the concepts the way he explains them. The only reason I got a good grade was because I went to another teacher's class, as well, to actually understand the information. Otherwise I would have gotten a bad grade even though I read the book.",1.0
2448,"Pretty interesting professor, funny at times. Uses a lot of interesting real world examples. Exams are harder than you'd expect but reading the textbook he wrote is very helpful",1.0
2449,"probably one of the funniest profs. loves his opinions, some are offensive, but i find that funny. if you go in for help with the paper he gets real excited, he loves talking about who knows what. missed lots of classes. took little notes. study old midterms. he basically tells you what questions will be asked but changes the words to trip you up.",0.0
2450,Awesome Professor. Really funny.,0.0
2451,Microeconomics- The man absolutely knows his stuff. It is a tough class but he uses interesting examples and introduces concepts relevant to everyone. Class is difficult if econ isn't your thing. Can't wait to take environmental econ with him!,1.0
2452,He is very helpful and knows tons about the material. If you have a real interest in econ take his class,1.0
2453,Most unorganized person I have ever taken a class from. His exams do not test you on what you have learned...they are just trick questions. He seemed uninterested in the class and the success of his students. I was initially excited about this class and came away very disappointed.,1.0
2454,"If you've taken BCOR finance and ethics this course is a breeze. He talks about discounting cash flows a bunch, and a lot of his arguments are fairly easy to understand. I feel like I learned a lot. He teaches simplified models that help explain why pollution occurs and why it's so hard to measure and control. Great elective for business kids.",1.0
2455,"This is not an easy class and it is different from other microeconomic class. If you have zero economic background, it will be very difficult for you. The textbook does not explain everything. You have to learn almost everything on your own. The recitation does not help to prepare for the test. You have to figure out the concept from somewhere else",1.0
2456,Class is confusing. Tests are the essentially the exact same ones he has used previously. Do not expect to learn anything from this class,1.0
2457,Best economic teacher at CU hands down.,0.0
2458,"he was my graduate advisor. While I had to go elsewhere for very technical econometric questions, he was the master at teaching me to think like an economist. A much harder to quantify skill than showing me how to do regressions, but vital none the less.",0.0
2459,"Definitely could not understand lectures except for the jokes, which were funny. reading the book and looking over past exams = success. some things arent in the book and are in lecture so at least just copy down everything he write on the overhead.",1.0
2460,"very hard professor, taught myself the entire class because i couldnt understand the lectures at all. READ before you come to class, it makes more sense. get tutors. nice curved grading scale but need to work very hard to succeed. tests are killer and 100 percent of your grade",1.0
2461,"His micro economics class was unorganized and difficult to follow. The class was based more off of his environmentalist opinions than off of any principles. All that counts is tests, and they cover EVERYTHING.",1.0
2462,"He knows how to party. However, he doesn't really know how to teach intro micro so it can be understood.",0.0
2463,I took micro economics. He doesn't care about attendance or book reading. Almost everything depends on the exam. If you know the material it's not a super hard exam. But you do need to learn everything he's talking about. His exams covers it all.,1.0
2464,"Study the old midterms, and look through the book. AND don't fall into the trap of thinking he's trying to trick you with his questions - pick the most obvious answer (usually E). The questions are all really similar, every semester.",1.0
2465,"&quot;The organization of the political system is similar to the organization of a septic tank, the largest chunks float to the top&quot;. 2008. Funny dude & strong defender of his sometimes spurious/pointless arguments. Best class to nap through. Worse part of class were the defiant self-entitled environmentalists. If in doubt, choose E",0.0
2466,"Horrible professor, makes no sense in class. No wonder other economists don't understand his theories. Tests are unfair.",0.0
2467,ahhhhhhhhh!!!!!,0.0
2468,"Go to class for the first few sections (like Supply and Demand stuff) but the rest can be learned in recitation. Also, if you don't get the topic, GO ASK HIM!! even if he's not so helpful in class, it will be 100% more clear if you go to his office hours!",1.0
2469,"He sure loves to talk about random things. That said, if you come to class and read the textbook you will do well in that class. The TAs aren't much help, but thats not his fault. Much easier than other econ professors for this course!",1.0
2470,He is awesome. If you are taking prin. of microecon take it with him! his lectures are very clear and thorough. Tests aren't very hard and if you do good you dont have to take the final. Much better than other econ 2010 professors,1.0
2471,"He mumbles to himself about useless stories like how he likes Jodi Foster and Yager. The only reason I'm surviving his class is because I have THE ONLY teaching assistant who speaks comprehensive english (the rest hardly speak english, more chinese).",0.0
2472,Very good professor. Helpful and understandable. Well organized notes. One of the only professors ive had the truely wants to see every student succeed. very refreshing in contrast to most professors and TA's who feel that being an ass is what they are there for.,1.0
2473,He is awesome to listen to and as a professor he makes the tests short and simple. He also forms your grade to give you the best possible final grade.,0.0
2474,His lectures fill graves. I just had to log in to say that.,0.0
2475,No Comments,0.0
2476,"The notes barely relate to the tests, as the tests are extremely hard. Most of the answers are E, or when he says &quot;a or c&quot; that is usually the answer. He is a nice guy and he is smart, but he is just a very bad teacher. There are only 2 tests and a final, so your grade can be very low or very high",1.0
2477,"he's sort of a funny/crazy guy, which makes lectures somewhat more tolerable, yet hard to follow and the class notes don't make much sense, but if you're good at learning on your own from the book you'll probably do well (the amount of material isn't overwhelming or too hard to grasp). as well as he has a very fair grading policy.",1.0
2478,"I feel that he gets a bad rap. He is far too intelligent to be teaching basic Economics classes to immature college students. He has a hard time creating enthusiasm for the subject unless you are already interested in it and the people who speak badly of him are there to try and get by with an easy grade. However, if you pay attention to the lectures or just the notes, an A is easy to obtain. I missed a lot of class and got an A for two different classes of his. He is on the cutting edge.",1.0
2479,Easiert math-related class of my life!,0.0
2480,He writes the most impossible test about things that don't even make any sence,0.0
2481,"He was a really interesting and funny guy with a lot of good examples of microeconomics. If class wasn't at 9:30, it would have been better. The tests are ridiculous with 2 midterms with 20 questions each...that means each question is worth 5% of your grade. It's really easy to do poorly on the tests, but you can do well if you try",1.0
2482,Worst professor and class ever.,0.0
2483,"He is harder the other econ profs I've had, but go to class and pay attention and you'll get an A. I never went to recitation and managed that. He just makes you think in a different way.",1.0
2484,His class is signifigantly harder than any other econ teacher. GET OUT while u CAN!!,0.0
2485,"He goes on so many tangents! It is impossible to take notes and then he goes off on the math of how to do things which make no sense. He is occasionally funny and very intellegent, but yeah not so great at the teaching thing.",1.0
2486,"He suffers from emotional breakdowns frequently, prompting all other econ professors to look at you with great pity when you mention you took him. Wonderful class, if you are interested in learning about inflated housing prices in Malibu, CA and red wine.",0.0
2487,No Comments,0.0
2488,Such a bad bad class.,0.0
2489,He was a funny guy but a horendous teacher. All i even remember about his class is him talking about beer and haagan das. oh and mc=mr,1.0
2490,"Prof is a very interesting man...if you enjoy hearing the sames stories about beer and 50 cent over and over again, I would recommend taking this class! Overall, his class is manageable",0.0
2491,"He's really disoriented, but a really cool guy and funny. A little hard to understand, but if you read the book, and go to recitation, its not that bad.",0.0
2492,No Comments,0.0
2493,Horrible,0.0
2494,No Comments,0.0
2495,No Comments,0.0
