Review,Useful,
"I'm not a business major but i really enjoyed this class. It was frustrating doing the assignments before the lectures, but overall I learned a lot from this class. Show up, do all the homework, take the quizes, and yes, you will need to actually study for this class, but you'll do well and it will be well worth it.",,
"HE IS ONE OF THE WORST PROFESSORS EVER. DO NOT TAKE HIS CLASS. HE DOESN'T TEACH ANYTHING IN CLASS, JUST READS OFF POWERPOINTS AND HIS EXAMS ARE NOT RELATED TO HIS LECTURES AT ALL. HE GIVES POP QUIZZES THAT COUNT TOWARD YOUR EXAM, BUT OVERALL ITS A TOUGH CLASS",,
BEST ECON PROF AT CSUN. He'll teach you how to 1. Solve World Hunger with Economics 2. Cheat in Pool/Vegas 3.And a whole lot about economics. The Aplia assignments online are tough but if you come to each class he gives you EXTRA CREDIT QUIZZES that count towards the tests. Her curbs the tests too. I got an A! 2 Midterms + 1 Cumulative Final.,,
Very helpful teacher. Illustrative lectures. Friendly. Scores based on curves.,,
He's not interactive in his lectures; they are more like presentations. He often spends too much time on his irrelevant examples. Stay the whole class and U will be rewarded with pop quizzes that R added to the tests. U can keep the quiz & get the answers online. Most questions on the quizzes are on the tests. The curve is GREAT. Do the homework!,,
the worst teacher i have ever had at this school. he does not know how teach and he is the hardest grader.,,
"Whatever you do, make sure you don't get stuck with this guy!!! He is the WORSE professor !!! Very boring, he goes off on topics that are completely irrelevant to what he is teaching, he mumbles when speaking. I did not learn anything in his class and on top of that the exams were extremely hard and made no sense. He should not be teaching.",,
"This guy is brilliant. out of 150 students, 50% failed. 50% never showed up to lectures. This also explains the ratings here. His lectures are entertaining. His exams are a bit long, but the curve is amazing. 40% a C&#63; out of 100 questions! people that failed deserved to fail",,
"GOOD LUCK! 3 tests (including final), and a few extra credit quizzes (you'll need it). Attendance does not matter, however if you miss quiz day you don't get any extra credit points. He talks more about random things than he does the material. Stay at average &quot;standard deviation&quot; and pray for a C.",,
"Dont miss the first day of class, he gives out HW on the first day and if you miss it you wont be able to make it up. Class is real easy to pass, the curve is pretty relaxed",,
"Don't miss any quizzes(count as extra credit)& download all ppt slides individually. Do complete all APLIA HW with other classmates. Practice any old quizzes including final, and ask Kenny lots of &#63;s. Lectures are confusing. With a consistent study group, a disciplined mindset, and an awsome curve, I earned a &quot;B&quot; and learned a lot in the process.",,
"horrible teacher !!...cant teach for sh*t, lectures are sooo boring, he always goes off on tangents, talking about stuff that doesnt relate to the material at all. i guarantee u wont last his 3hour lectures...exams are unbeleivably hard...DONT take this guy",,
He is by far the worst professor ever! He's very unclear with class lectures. He's test includes graphs that doesn't exlain itself. He doesn't offer extra help outside of class. Don't waste your time and money with this professor.,,
The worst professor EVER. I got an 'A' on the cumulative final and he gave me a 'C' in the class. Marked off points on the midterm for going too much into detail...&#63;!&#63;!..,,
"The tests are extremely difficult-all graphs with explanation. Huge curve makes it possible to pass, but not with a lack of effort. I found the material impossible to understand, and the lectures very boring!",,
No Comments,,
"Very difficult tests, for he doesn't make clear what he really wants; he is not helpful. The Guy knows his deal but expects the student to be at his level. Aplia doesn't help for the exams. Take him if you have your econ down. The class is interesting.",,
"Worthless teacher. Be prepared to teach yourself the material. Lectures get way off the subject, and end up falling far behind. I skipped the majority of the classes and still pulled a high C. Has massive curves for all the assignments and tests.",,
"Attend class everyday and listend to lecture. The lectures are not that bad and it is usually funny stuff. Exams are hard no joke; however, there is a curve but still don't forget to do the aplia assignment and do your best..Overall, he is a good professor but still hard.",,
"His curve is so steep, usually a fail on an exam curves to an &quot;A.&quot; There is extra credit almost every week. Great lectures, very helpfull in his office hours. If you take him and GO TO CLASS you should have no problem getting an A. I have learned more from him than any other teacher at the school.",,
"The only reason this guy gets low ratings is because people are STUPID. His lectures are great, very interesting and usually comical. he gives extra credit almost every week, and the curve... My dog could score above his curve. He curves the class using people who never took it, giving them all zeroes. Listen to the lectures, he is so fair and easy",,
"all the ratings with 5's are bs. they all same the same ish. &quot;dont read book, lectures funny, study online quizzes&quot; dude rates himself. sad sooo sad...",,
be aware of teachers rating themselves. some extra good comments sound fishy.,,
"Good class. I learned a lot. Had Ng for Econ. 160 so I was used to the exams and the way he teaches.
  I reccomend any of Ng's classes. They are all pretty good.",,
"If you like &quot;C's&quot; this is your teacher. If you want an &quot;A&quot; or a &quot;B&quot;, do not take him. Unfair grader, took off ALOT of points from my test for &quot;going into too much detail&quot;...&#63;&#63;&#63; The WORST teacher ever!",,
"teaches this class EXACTLY like 310 (tells the same stories too). nothing new to learn. his grading is all, little or nothing. he is delusional about exam performances, claiming no responsibility for clearly abysmal class average (exam 2). u have to understand (predict) the way he thinks to answer test q's - do that, get A. only +, pure curve.",,
"Tests do not go with the homework, book or the notes. Grades very harsh and unfair. By far worst teacher ever, does not respond to e-mails.",,
Good class. I learned a lot. Lectures are interesting and the curve on the exams makes the grading pretty easy. You have to study though to pass.,,
"I loved this class. I got an A. Don't read the book. Just study the notes, listen to what Ng says in class, and make sure you do all the online assignments. You learn a lot that way.",,
"Good course. Ng is pretty funny in class. The extra credit assignments are a big help. If you go to class and read the book, the class is pretty east. I learned a lot in the class.",,
If youre good at math/econ the material isnt hard.The problem is he has a system of surprise quizzes that add free points to the exams.That and the homework destroy the curve for people who don't need to sit through his slideshows which are online anyway.Apparently his pet theme-survival of the fittest-doesnt mean survival of the smartest.**Lame**.,,
all i can say is WORST csun professor ever.,,
"the worst prof i've ever had at csun. his lectures are completely unclear and he was so demeaning one day in class, i walked out and never went back.",,
Dr ng was pretty interesting for an econ professor. interesting stories... tests were on point for what he discussed,,
he was crazy for put the powerpoint.Never interested and so tough exam. Best curve systme that you are able to get C if you get above 30 point out of 100 in any test,,
This has to be one of the worst teachers at csun. The guy is the most boring and unhelpful teacher i have come across. If you and needed econ and if every other class was full and his was open i would wait a semester and take another teacher. All the good ratings came from nerd asians like him.RUN,,
"The online course was good. The lectures were pretty interesting and the exams were straightforward---if you looked at the old exams on the website. There were a lot of good examples in the lectures.Don't read the book. You don't need it if you use the recorded lectues, online quizzes,exam bank.",,
"If you can take any other teacher instead of Ng, I HIGHLY recommend it. I have a 3.4 GPA and managed to fail his class. It was so bad that the curve was a 30% was a C!!! Do you think all of the students were stupid&#63; I think not! Ng is a joke of a teacher.",,
Great professor. The lectures were great. You have to study a lot to do well though.,,
"not very good professor, his lectures are boring and he does not teach. he is funny but that does not help in learning or passing the class. DO NOT TAKE HIM. TAKE SOMEONE ELSE. unless you want to fail.",,
His class is very interesting. He knows the subject well. But the exam is difficult and the on-line quizz is a waste-of-time.,,
Prof. Ng's econ 310 class was insanely hard. He was not only unhelpful but rude. His response to hearing and knowing that 2/3 of the class will get a D or lower was &quot;well its not my fault if students do not want to learn.&quot; I was able to pull off a passing grade in the class with lots of tutoring.,,
"do not take him for econ 310OL. horrible course. thank god the econ department has a different professor teaching it next semester. only 1 A out of 60 online kids, because he averages the online class with his regular class -they didnt get lectures with messed up audio.",,
He is a good teacher. Dont have to go to class. Just read the book (the boldface) and the graphs carefully and you will definately get an A on HIS tests.,,
The only reason people complain about him is that they are lazy and want to have everything handed on a silver platter. Just study and put effort into the class and you'll get an A. he's a great professor and makes class interesting. He's also willing to answer questions and help students.,,
"Anyone who gives bad feedback obviously didnt try, cause this class is pretty easy- I hardly went to class and just read the book and I got a B. Just TRY and I promise you'll get a good grade and the curve helps too.",,
Listen folks he grades on a curve. The competition is not that hard if you simply put effort into his once a week homework. He talks about stuff off the subject but its hilarious. Econ itself is really common sense but if it isn't he may seem a little ambigous.YouDoHaveToGiveAlittleEffortToGetanA,,
simple class - hw is really easy and is online - one 10 page paper at end - records all classes so you can download the powerpoint and lecture off the internet - tests are a multiple choice contain a mix of online hw and book - no attendance,,
"The class I took is part online so if you are going to take econ 160 and see only one day listed as class, then be warned, it is online. The class itself is not all the bad, just stay up with the readings, watch the lectures and go to class as much as possible. H e grades one a sick (good) curve.",,
"Stay away from this teacher is you can ovoid it. He is vey very hard, give on-line quises and alot of other projects. An one tache is better than he is.",,
"Stay away. He ssooooooooooooooooooohard you areno tlkinghim to get you degree its just a class you don need all he tie, efoot, and hard work.Stayawa",,
"Do not take his online course. Teach doesn't respond to questions on the discussion site fast enough (or sometime not at all). His online lectures have too many issues (no audio, etc.). The HW doesn't apply to anything in the book and test don't really apply to HW.",,
"He's to smart to be a teacher, and unfortunately it causes him to teach over our head.",,
"THIS CLASS COULDNT GET ANY WORSE, STAY AS FAR AS YOU CAN FROM THIS TEACHER",,
This is a nightmare! I am a junior and do not have one c or lower on my transcript and am failing this class! How did he become a teacher. I can't warn you enough- stay away from this teacher!!!,,
if you don't want to screw up your gpa don't take the online class. This professor sucks... i will not recommend himto anyone. watch out...,,
The Midterm was pretty easy. MC straight out of the boook. Anyone who didn;t well obviosly didn't study much. The curve was pretty forgiving too. Only 70% needed for an A--which I got. :),,
Horrible Professor. I received a 34 on the mid term. After the curve this was a C. Homework given through the Aplia web-site did not apply to the text book.,,
"I don't know what the &quot;cooling off&quot; thing is, but the lectures are hilarious--going to class is like going to a comedy club. Besides, how hard can the lectures be&#63;--they are multiple choice right out of the book.",,
This guy should not be teaching. My advice to all of you: don't go along with that one week cooloing off period policy. We all deserve to be heard by our professors ANYTIME we have a problem. That's what we pay them for.,,
No Comments,,
"The class is hard but the prof. is good at explaining things and the exams are very straightforward. He gives you the old exams so if you study, getting a good grade isn't hard--if you work on it. The notes are also available online so you son't have to t",,
He is a funny guy if you can handle sarcasim! Study hard though!,,
"I actually liked him, got an A, pretty funny too.",,
dont ever take this teacher. His powerpoint unclear. The multi-choice test longer than others econ teacher 60 questions no calculator (sucks). His online homework worth alot of poit but the hardest questions. What a waste of time taking his class.,,
"this guy is one of the biggest idiots alive. he mumbles about a lot of crap as he goes on and expects u to know everything. you ask him a question its like cursing at him he gets ticked off. he is HARD! he curves the class just so people pass, a monster.",,
"He is the worst professor I have ever had. Refuses to help anyone. Luckily for the curve, the class is passable but other than that, this guy is an idiot!",,
"refuses to teach. Answer is reight word for word, but he marks wrong because graph is off. On his slide he has &quot;Standard one week cooling off period after the test&quot; before he will talk to you.",,
"He's really funny, but the team-teaching/part online setup was very bad.",,
STAY AWAY. nothing he says makes sense! talks more about vegas and bikes then econ. lectures suck- all on powerpoint with him reading it line by line. you should skip econ for a semester if he's your last choice. Aplia homework take tooo long!!!,,
"econ 310 and 311 have the worse passing rates, people like NG, are the reason why. even though class is curved. HE MAKES IT SO HARD. i wouldn't recommend.",,
Tests are WAY TOO LONG in a short amount of time.. No calculators for simple calculations which really slow you down. Says &quot;Ok&quot; After Everyother Word which can be REALLY annoying to have to listen to.. Wouldnt Really Recommend Him.. He is nice,,
"he usually teaches big classes, but his test are HARD. he curves, which means if you are smart, and work hard, you'll be fine. if you are looking for a easy way out, i wouldn't recommend him",,
hard tests but curve is fair ended up with A but a lot of work to get the A,,
Fascinating class! I learned so much about US history! Ng's really alot of fun.,,
passing rate are low,,
DO NOT TAKE THIS GUY!!! You will regret it. I consider myself a pretty smart person. With the right teacher and minimum efforts...I can get a &quot;B&quot; in any class... but not this one. I would have received fails on both test if it werent for the cur,,
"Real difficult. His lectures have nothing to do with his lame, unnecessary difficult tests. If it wasn't for his big curve 80% of the class would have failed. 47 out of 100 was a B for me. Think about it and stay away from this horrible guy.",,
"One of the best professor's one can hope for. Not easy, but if you don't miss his classes and pay close attention to his lectures you'll do fine. You learn a lot.His lectures are very interesting unlike many other professors' who put me to sleep.",,
"If you are receiving your PHD in economics, then you might have a chance of getting a C in this class. His evil laugh reminds you of the wicked witch, except in this case you replace the W with a B. And just remember, NO CHANCE, thats what you've got!",,
hard tests... hard assignments.. hard essay questions. BUT NICE BIG CURVE at the end.,,
Stay focused and you will do fine. Don't miss assignments or points will be deducted from your grade. But the homework and quizzes help you. Do them and you can't go wrong.,,
"Professor asks oddball exam questions that makes it difficult, if not impossible, to apply concepts learned in class. WORST teacher I've ever taken. Class average were approximately 38%. I got a 47% on Exam 2, which was an A. Very subjective grading.",,
No Comments,,
"Very nice guy, speaks in a monotone voince and every other word is &quot;um.&quot; Tests are rather difficult, just use the CD that came with the book and you'll do fine. Has some very funny lectures about cars, woman's clothes, counter-strike, etc.",,
Pop quiz & HW help back up your grade. And you can officially work on quiz with classmate.,,
"Don't take this guy. Trust me, STAY AWAY FROM NG.",,
"Talks about Koreans and their gambling habits, Vietnamese and their donut shops, and dont forget he talks about the Cambidians and their liquor stores and how they do online blackjack while watching directv. ALL OF THIS IS TRUE ABOUT NG.",,
"Do not take him! Does not care about students and never clearly explains what he wants. He ridicules you instead about your paper, and rarely ever teaches. You will have to teach yourself.",,
One of the best prof in the Psych dept. He does care about everyone passing. Yes there are a lot of assignments but they are do-able. He is passionate about what he teaches and he will meet you half way if you actually try in his class. If you take things to the heart don't take him. I have had him for 2 classes already and will take him again.,,
"If you want a professor who cares about you passing DO NOT TAKE HIM. He demeans you for asking a question, doesn't give instruction on what he wants for the research paper but will get mad if you don't follow his nonexistent instructions, wont answer emails or any questions, his 'sassy' comments are insults, and you have to teach yourself. AVOID!!!",,
He gets off topic a lot during lectures or he brings up topics that have no importance that makes the chapter more confusing. He can be funny but I understand how he can come off as rude. He gives a lot of assignments but let's you do them in class with groups. He lets you redo your exam to add onto your score which brings up your exam grade!,,
"the good: funny, works with you every step of the way, gives good feedback. the bad: blunt and borderline rude (he might be too much if you take criticism personally), semi-disorganized structure of the class (when was that deadline again?), unnecessary lectures (all he does is read off powerpoints). be ready for independent studying.",,
"if you anticipate this class being difficult for you then be prepared to learn material independently. otherwise, this may be an easy A for you depending on how well you do on his exams. drops lowest exam, doesn't assign much hw, no extra credit opportunities, teaching style is very relaxed,forgets to post ppt slides sometimes so take notes or read",,
"He is nice, but VERY DISORGANIZED. Mid-term NO ONE PASSED! So he let us retake the test but with open book and in groups. Most of everybody studied for the test, but some questions were not clear and from chapters we haven't even seen or talk in class. He gave us credit for those questions. But I sincerely do not recommend this professor.",,
"The professor really has spider senses when you are off task (example on your phone) and he will call you out on it. Yes, he is sassy, but his class was great. We learned a lot, we laughed a lot and our exams were fairly easy. You just have to study.",,
Funny sassy guy! Lectures are long but okay. He is easy. 3 tests and drops the lowest grade. He let's us share our personal experiences making the class funner.,,
"Dr. Abara is a really fun and kind professor, some people might need to get used to his sassy personality, but he's a very fair grader and gives you the answers to the tests in his lectures. He keeps you awake and interested by cracking hilarious jokes, and genuinely cares about class feedback. Pay attention in class and try, and you'll get an A.",,
DONT use your cell phones. if you have a laptop with you don't look at it often. make sure to pay attention to him more because 1. you will pass. 2. he has spider senses when someone is doing something else. great professor highly recommend.,,
This professor is amazing! Just dont get on his bad side because he would put you on the spot. Respect him by not texting in class. He is a good professor and i recommend you taking him. He inspired me to become a psy major. He has funny jokes and does not want to see his students fail.,,
"You can tell that he's a great guy, and his sense of humor was geeky and I loved it with every lecture. With that said, his lectures are long and usually quite disorganized. There's only 3 exams throughout the class though, so there's little room for error. Even so, he takes the best 2 grades into account, discarding the 3rd. Difficult exams.",,
"he can be monotone when he's not being hilarious. 2 midterms & 1 cumulative final, consists of commonly missed questions from previous 2. attendance is 10%, other 90% are exams + the psych project. really easy and straightforward, clear expectations. he'll give you a verbal study guide for exams, study that and youll be fine. you dont need thetext",,
"If you have half a brain, you'll take notes during lectures and do well on the tests. Not sure what all the other comments are about, one of my favorite professors at CSUN. Taught me a lot that I've used in grad courses.",,
"His tests are more based on his lectures than the book (which he told the class several times) its important to take notes on what he says. He can be stern if you piss him off, but he tries to lighten his lectures with jokes so i found it easy to follow.",,
Hard class but loved him!,,
I really was excited about taking this class and I left hating it. I would never take him again. His tests are extremely hard and idk where the questions are coming from. Not based on the textbook or lecture thats for sure. Ended up with a B and thats because everyone was doing so bad that he did an open book final but that won't save ur grade,,
I was very disappointed in taking him for this class. He was referred by another student who spoke highly of him. He is not funny; he is condescending. He does not lecture. He comes in when he feels like it and then makes up some excuse. His tests are hard because he puts material that we have not been covered by him or in the text book.,,
Him being funny wears off after a week. I went into this class knowing it was hard & read all the chapters taking extensive notes & got C's on both exams. He curved not because we didn't study but because he messed up. On the 2nd of 3 exams he threw out 10q's because there was no way of us knowing them they literally were not in the booknotes!,,
"Great Professor, doesn't want to see you fail unless you really deserve to. Recognizes that the course material is rigorous and tries to ease the pain by offering open note test; at least that was the case in my experience.",,
"Dr. Abara SAVED my semester! I was terrified to take PSY321 because math is just not my thing, but he was so helpful and always willing to go out of his way for you as long as you put the effort in. Loved his class so much, I signed up for his Capstone. Takes hard work and effort, but you'll def be glad you took him for this kind of class.",,
One of the best professors at CSUN would definitely take his class again.,,
Actually cares about students and willing to go the extra mile.,,
A great professor. knowledgable. Would definitely take him again.,,
I really enjoyed his class and would definitely recommend him!,,
"SO HARD. Yeah he tells you 1/2 questions on test, but so many people still failed. When reviewing test q's, he had trouble with knowing the answers. Maybe 15 EC pts., on about 2 exams (bc drops worst) at 100 pts. ea. @ 50 questions. Lectures goes off topic, emails ppt., but asks very specific questions. Very little textbook used. Strict on cell use",,
GOOD LUCK because thats exactly what you need to even get a B in that class. My god is he a bad teacher. You will leave the class learning absolutely nothing and with a lower gpa. Thank you abara.,,
"Abara is amazing!Yes,can get off topic but knows his stuff and knows it WELL. Some people may think he's mean but you just have to get his personality. Tests are difficult but this is college so I honestly don't know why people complain about it. If you're actually interested in LEARNING take him! He's always willing to clarify what you don't get.",,
"he is somewhat funny, but he often gets off topic. the class consisted of 2 midterms and a final. he drops the lowest score and let us use notes on the day of the final because the class average was pretty low. Dont forget to do the 'sona' activities of you wont pass the class. Also, make sure to attend lecture and take thorough notes!",,
He practically tells you what he is going to put on the test and makes sure that you understand the material. He is very strict on not using your phone in class but this helps you concentrate in class. Class attendance is practically mandatory since he gives surprise extra credit.,,
worst teacher in my three years in college. He is very RUDE. I thought he was funny in the beginning too. Until I noticed his jokes consisted calling out students and insulting them. In addition to this his tests questions come from no where. Even if you read the book twice and attend lectures u will do bad on his tests. It horrible. Never again.,,
"This guy is hilarious! Yes, he would get somewhat distracted, but taught very well. He went over the test materials before the tests, gives lots of extra credit, and drops the lowest test score. Such an easy class and I learned a lot! Recommend him for sure!",,
"I watched some of my friends struggle in the class, but it was of how distracted they were with their phones and talking to other people. In order to get an A in the class, you really need to pay attention in his lecture, you dont need the book. Theres only 3 tests, and he drops the lowest score. all the answers are literally from his lecture",,
he is great! very funny! his test are straight forward if you study. everything is based off his notes. he can have his boring moments but it's not a difficult class.,,
He really doesn't care about his students and it shows. Always makes fun of people and talks about himself. To top it off his tests are harder than any test from my upper division courses. I really was looking forward to taking this class and now I am just happy its done with.,,
"Great prof. He really helps you boost your grades on exams by trying to find ways to give you extra points.Two midterms and final. Makes the final so easy that its impossible not to get an A on the final. Mostly lecture and powerpoint based exams, sometimes heÛªll have it from the book if he hasnÛªt covered the material yet.",,
"Abara is very intelligent and truly wants you to learn. This class isnt an easy A, but if you care about your grade and go to the professors office hours now and then you will get an A in the class. Go to every class because he will offer extra credit and take role randomly. Overall great guy and professor. Take notes & pay attention you'll do fine",,
terrible professor. Does not teach. Just talks to the class in an inconsistent and unclear manner. Does not take the time to clarify. Goes off topic. Questions on exams are random and hard. I am a straight A student and feel like I will fail his class. DO NOT TAKE HIM!!!!!!,,
Terrible professor. Does not teach. Just talks to the class in an inconsistent and unclear manner. Does not take the time to clarify anything. Goes off topic. Questions on exams are random and hard. I am a straight A student and feel like his class is the only class I will fail. Everyone does bad on his tests. DO NOT TAKE HIM!!!!!!,,
Not recommended! You will always be lost in class. Goes on tangents. Covers barely anything in a longgg class and expects you to go read about it for the exam. Not easy to pass and won't know what your grade is the whole time. It's horrible.,,
He is horrible at getting through class material and tries to cram everything in one class session before the exam. Exams will have random questions about things never covered. Many people do horrible on the tests. There's no other assignments except the exams. Attending class is important only for random points. Not recommended!,,
"Best Professor on the whole campus! You will feel confident that you learned the material. Excellent presentation, thank you for inspiring me in the field of Psychology!",,
He is the worst teacher I have ever had. He calls out people to embarrass them and manages to do this every class. I do not know how he is a psychologist. Clearly does not care about anyone. Creates a very hostile environment. Half the class failed his 1st test. Gives e.c. but assigns questions that are hard to answer so no one gets credit.,,
"Loved him! People just like to hate or be a smart mouth. If you're one of those two, please don't even bother taking his class cause he doesn't put up with peoples crap. He was very helpful and he sincerely loves what he does and wants his students to succeed. And he's hilarious!",,
"I don't understand why his rating is so low. He is an amazing professor. He made class enjoyable and was very knowledgable. He could always answer questions about what your career would require and gave tips as well. 2 papers, not hard at all, and a 20 question final (EASY).",,
"He is an amazing professor! He makes lectures interesting and explains the material over if you don't understand. 3 tests, only counts 2. Final is cumulative from the 1st & 2nd exam. Gives some extra credit but does it randomly so you HAVE to attend class. ALWAYS tells you what to know for the exams. Take him!",,
Great professor! I really recommend you to take him! The class might be hard but the professor is very helpful! And he makes it easy for you! Just concentrate in class and do not text!! Trust me!,,
Great Professr.,,
"Was a bit behind on lessons. I felt overwhelmed towards the end of the semester just because there was new information being thrown at me just days before the final exam. But I think he is a kind man and wants the best for his students. His lectures are entertaining and clear. Show up to class, make sure you listen, and DO NOT TEXT. You'll be fine!",,
He is nice man and i love his class. Not homework and quiz !!! you only need to take 3 big exam in the whole session. Try to be a good student and you will not have any problem,,
"He is funny and makes us laugh, and always makes jokes. He is also very helpful. He is really a great professor! Scandilish! Just do your best and you will do just fine.",,
I love Abara. I took him for 320 and knew i needed him for 321. He helped us with our research which was great and was awesome at giving us the resources we needed. He is supportive and wants his students to do well and it's easy to do so.,,
"I'm a pretty dedicated student so to say this guy was a challenge would be accurate. STUDY PAST TESTS. He reuses questions. I got an A by doing so, by reviewing what he taught and DO NOT MISS CLASS. Most of his material is taught in class by lectures. He gives power points out but he fills them in (the answers) during the class by mouth. Just GO.",,
Dr. Abara is one of the best teachers on campus. He is very knowledgeable and he genuinely cares about his students. I highly recommend his class. Not taking his class would be a big mistake!!! Thank you Dr.Abara for two semesters of excitement and fun!!! You are truly the best. Capish ?,,
"he is arrogant and has anger management issues. He seems nice and funny but soon you realize that he is stalling so as to not teach. If you want to learn, do not take his class. He falls way behind his syllabus, grades unfairly and talks down to students who ask challenging questions.",,
"Dr. Abara was hilarious!! I felt like I sat through a stand up comedy show every time I attended class. If you put effort into this class, he will put the effort back. I found him to be very fair with his grading. Just do what he tells you and you will be fine! The homework is completely manageable from the lab. I'd recommend him! :]",,
"Dr. Abara is a great professor. He truly does have an interest in the success of his students as long as you follow his simple instructions, which is show up for class and while in class pay attention to lecture. Most importantly do not use your cellphone, which makes sense because YOU are in CLASS! Soooo you can't learn while texting...SIMPLE!!",,
"I had professor Abara for PSY 301 during the Spring 2012 semester. I found him entertaining even though he was hard on attendance, but he was still great! He does come to class late- sometimes 30 minutes late which is a BIG problem! For PSY 301 he assigned 3 papers: your short-term goals, long-term goals, and field of interest.",,
"He is the best teacher!! If you are willing to put in the work and care about your grade, he will be there to help you succeed! He is really funny too! Take good notes and read what he tells you to read--you will do well!",,
This professor lost 3 out of 6 of my tests. Luckily I had proof of my tests or else I would have gotten an F. Plus he was such a hassle the whole break and almost the whole next semester to change my grade.,,
Professor Abara was a great teacher. His class was a good pace and very entertaining and easy to understand.,,
Great explanations. Professor is good at explaining and getting the whole class involved. Class was fairly easy just be sure to attend classes and on time.!,,
"Very knowledgeable & entertaining professor. The class does require effort, tests are difficult, but he's generous with test grading. Book was useful as a supplement to his lecture notes, therefore class attendance is crucial. Overall a great professor.",,
"He is funny, but unclear. I had him for 301, a 1-unit class and it felt like a 3-unit class with all the papers that were due. I would not recommend him. Unclear and unreliable.",,
Abara is the best! He does his best to make the class interesting by being funny and trying to relate to relevant social topics. If you show effort and ask him what you can do to pass the class he will help you out so much. His test are extremely easy if you are attentive during lecture. I would happily take him for Psy 301!,,
"Doctor Abara was a great professor,his PSY 250 class was easy if you pay attention &take notes on his lectures. He reviews a lot, which was, it helped me further understand if I didn't get it the first time. He does his best to be understanding, and for that he is awesome. Enjoyed his class a lot and passed with an A without the text.",,
Dr. Abara is very passionate about his subject but unreliable. He walks into the 50 minute class 10 minutes late and isn't clear about what is required of the students. Class is unorganized and he says he will help but doesn't show up to office hours or do what he says he will.,,
"Dr. Abara is hilarious. He gives really hard exams...I would say impossible exams...but he lets you bring up your grade a lot!! He does not reply to emails, but is nice in class.",,
"Dr. Abara is one of the coolest professors i've had at northridge. The class itself wasn't all that interesting, but he made it kinda fun. He's really funny and really does try to do everything to help you pass the class if you ask. He's awesome, i would definitely take another class with him. also, he's a seriously sharp dresser. classy guy.",,
"He is funny but not a very good teacher, the only reason to take him is for a credit/no credit class. Attendance is mandatory..No hw. Very easy class since it is credit/no credit, HATES when people use their cell phones so do not text in there!!!",,
"I LOVE ABARA!!!! He is hilarious and super smart. He is such a cool guy and easy to talk to. If you need anything, he is there. He is clear about what is on the test but the student needs to make sure that they understand the concepts in stats to do well because he challenges his students to evaluate and use critical thinking. You need him! lol",,
I am really upset by all this negativity on Dr. Abara's page. The people hating on him probably didn't even study or come to class. His class is challenging and if you don't abuse his rules then there is no problem. Have some respect! The ones who wrote negative commentary should take an English class because your spelling sucks!,,
"If you like learning and having a good time at the same time, take Dr. Abara. He is amazing! He knows his stuff and incorporates humor or easy examples for a better understanding of the material. He cares about his students and always wants to know if you are struggling so that he can help you. I have taken him again and again because he ROCKS!",,
"I took Abara for the seminar section of 473 in the summer, not the lecture part. He's really funny, and tries to be engaging. We have a research paper but since it was the summer, he gave us all the data and the methods. We just really needed to find references. 10% is also showing up, but you get to dissect brains which is fun.",,
One of the best out there!,,
He is the worst Professor EVER. Super unfair and careless. I took two classes with him cuz didnt have any option and learned absolutely nothing. Do not waist you time!!,,
Dr. Abara is simply AMAZING!!! His class is informative and he definitely does not bore you. He is super funny and very intelligent. Previous to taking 473 I had second thoughts about taking him by looking at his reviews on rate my professor but I am so glad that I did not listen and it was a pleasure being one of his students. It is a 400 level cl,,
Show up every day and understand what he is saying and you can get an A. Very funny! :) This is a class you WILL HAVE to study for!,,
I loved his class! He was so funny and notes really helped for the test he gave which anyone can pass if they study the book and notes he gave in class. Also made sure you got your experiment credits done. Was a great help!,,
"Great class, it was a Friday class but well worth it. We did group test, there are 6 test but are only 20 questions each and he drops your lowest grade. He is very funny and makes the class interesting.",,
Great Pofessor. This was a friday class but still very enjoyable. He told lots of jokes. we took goup tests and had a take home test. The final was all questions from previous test. He is an awesome profesor and I would highly reccommend taking him!!,,
"Taking His classes are big danger! Very confusing lecture,(unrelated slides with unrelated lectures are mixed to make you nervious) very complicated tests.",,
"It seems that Dr Abara has been burn out. search &quot;burnout in caring professionals&quot; to know what I say. He IS really a nice and compassionate person.But, His teaching is disaster! his tests are disaster!",,
I ahve really missed his sayings &quot;happy hour...As such...seretonin...&quot; He was nice,,
"You know what&#63; He does really have a good heart. If you get to like him, He undrestand kindness. I have really missed him, my tears came out after leaving class today.He does want to help students",,
"he compares his job to customer service, , BUT, the class is really self service!you need to kills your self to learn. talks about difficult concepts of pharmacology A lot of medication names that you cannot even remember.like you say to 10 years old child: we have short term memory and long term memory .tests very hard. great risk if you take him!",,
"You either really ignore the risk you are facing by being in his class, or really don't care about the situation. Biology must not be taught like sociology that you just write down and memorize.the materials are not presented in a conceptual way.",,
"Very detailed on every aspect that he teaches. Tests will definitely test you. Fun class, makes it interesting. 3 tests, Group test for number 2. Must take notes to pass class material is not usually in the book. Ask him if you can help in his research. Everything on test was covered in lecture and he is very clear about that.",,
"He's actually a really good teacher, I don't know why so many people are hating. He's funny and gets along well with his students. 2 midterms and an optional final. Tests are hard, but our second midterm was a group test w/ open notes. If you're interested in the subject and want to learn, then he's a good teacher to take.",,
"Awful professor, Awful way of teaching, not clear, not nice with students",,
"He is illogical, Not helpful, extremely hard ( you do not learn any thing) Just unrelated hard master's level material, questions are as complicated as possible! AVOID HIS CLASS!",,
